id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price
airbnb59d812068a46550354a9623b704,https://www.airbnb.es/rooms/27778575,-6.006,37.387,2018-08-28 00:53:24.860000,2018-09-24 09:59:46.952000,airbnb150396466,entire_home,3,5,0,2,
airbnb59d812068a46550354a9623b705,https://www.airbnb.es/rooms/8653091,-6.006063483649772,37.3869279284069,2017-08-14 16:09:33.388000,2017-10-01 15:11:14.889000,airbnb45476817,entire_home,0,2,0,1,40
airbnb59d812068a46550354a9623b706,https://www.airbnb.es/rooms/19054527,-6.005787114914078,37.38703812830053,2017-08-14 16:08:30.311000,2018-09-24 09:58:34.492000,airbnb133006949,entire_home,4,10,70,2,
airbnb59d812068a46550354a9623b707,https://www.airbnb.es/rooms/23226514,-6.005889119398304,37.386711524971304,2018-05-25 09:46:21.635000,2018-05-31 19:15:43.199000,airbnb116668864,entire_home,3,7,4,1,120
airbnb59d812068a46550354a9623b708,https://www.airbnb.es/rooms/18166224,-6.005990261762676,37.38682986570158,2017-08-14 16:09:15.660000,2018-09-24 10:04:39.700000,airbnb2356295,entire_home,2,4,2,2,
airbnb59d812068a46550354a9623b709,https://www.airbnb.es/rooms/23364210,-6.006379465867615,37.38673446156624,2018-05-05 02:36:43.591000,2018-09-24 09:55:33.420000,airbnb162296324,entire_home,1,2,3,3,
airbnb59d812068a46550354a9623b710,https://www.airbnb.es/rooms/12984414,-6.006393357913453,37.38686363703707,2017-08-14 16:08:30.311000,2018-09-24 10:03:40.435000,airbnb71503057,private_room,0,2,48,1,
airbnb59d812068a46550354a9623b711,https://www.airbnb.es/rooms/23087585,-6.006369942941653,37.38688049884926,2018-05-05 02:36:40.504000,2018-09-24 09:52:25.305000,airbnb19949618,entire_home,3,6,20,2,
airbnb59d812068a46550354a9623b712,https://www.airbnb.es/rooms/23364222,-6.00635803150323,37.387161641874364,2018-05-25 09:46:24.554000,2018-09-24 11:16:13.675000,airbnb162296324,entire_home,2,4,1,2,
airbnb59d812068a46550354a9623b713,https://www.airbnb.es/rooms/20062363,-6.006439344149792,37.3868073020882,2017-08-14 16:08:56.616000,2017-10-01 15:11:45.216000,airbnb133057800,entire_home,3,5,0,5,60
airbnb59d812068a46550354a9623b714,https://www.airbnb.es/rooms/11143373,-6.006828650427816,37.386711935446264,2017-08-14 16:09:19.968000,2017-10-01 15:11:50.639000,airbnb57914602,entire_home,1,2,0,1,150
airbnb59d812068a46550354a9623b715,https://www.airbnb.es/rooms/9805465,-6.006848077212343,37.38703952987537,2018-05-25 09:46:21.635000,2018-05-31 19:15:21.478000,airbnb2652126,entire_home,0,2,42,2,49
airbnb59d812068a46550354a9623b716,https://www.airbnb.es/rooms/13214391,-6.006804823586053,37.38708775680002,2017-08-14 16:08:39.626000,2018-09-24 09:52:08.913000,airbnb73304513,entire_home,3,4,135,2,
airbnb59d812068a46550354a9623b717,https://www.airbnb.es/rooms/22622310,-6.007,37.387,2018-05-05 02:36:40.504000,2018-05-07 20:34:50.538000,airbnb166528102,entire_home,3,2,18,1,39
airbnb59d812068a46550354a9623b718,https://www.airbnb.es/rooms/13272917,-6.007,37.388,2017-08-14 16:08:52.387000,2018-09-24 10:02:11.077000,airbnb7576804,entire_home,2,4,4,2,
airbnb59d812068a46550354a9623b719,https://www.airbnb.es/rooms/19614907,-6.007,37.388,2017-08-14 16:08:47.920000,2018-09-24 10:00:03.589000,airbnb7576804,entire_home,2,4,7,2,
